Niguiri Otate,mi
California Palmito                                                                           ,pt
Delicada,es
Vegetarian Thai ,en
Ebi Roll,en
Ebi Chiizu,en
072 Oriental roll,en
Ebi Maguro,en
Akita Roll,en
Pequepizza,es
85.- Ceviche Mix,es
Mediterránea,es
Temaki Tempura,pt
Mashido rolls,en
Hi cheese rolls,en
Empanadas de pino ,es
Cerveza sin Alcohol,es
Arroz,es
Tori Roll,en
Tekushima ,sq
Cornetto Cup,it
Tokio 73 Piezas,es
Especial de la Casa,es
Salsa  picante,es
Tempura Roll,en
1/4 Pollo,es
Fiesta Roll,es
Crispy Roll,en
Ebi Furai,en
96 Pollo Ebi Furay,so
Congrio tausi,sw
Ebi Cheese,en
Queso Crema,es
Scorpion,en
Teriyaki,en
Ebi Spicy Roll,en
Tempura Light,en
78. Spicy cheese roll,en
Salsa Teriyaki,en
Ebi rolls,en
Akita Roll,en
Familiar,en
Champi Rolls,jw
1 Pizza XL de 3 ingredientes + Bebida 1.5 lts.,es
Ceviche,es
"Cerdo, desde:",es
Chicken Box Familiar,en
Tori Roll,en
Cheese Gohan,en
Tako Roll,sl
Palitos de ajo,es
12 París roll,es
Hot Dog Solo,en
Octopus Olive              ,en
Gyozas,hu
105 Tako,sl
147 Kunstamann gran torobayo,es
Alitas de pollo,es
Familiar,en
Tempura Nori,lt
Palta,es
Condori Helado,es
1 Persona (18 Piezas),es
Del Club,es
Reineta Tempura,es
Ebi Furay ,so
803 Gyosas de Camarón,es
Niguri Kanikama,sw
Aros de cebolla,es
Crepe pollo y pimentón,es
Atún                      ,es
Pepsi,en
Salchicha barros luco,es
Ikafuray,sw
Magnum Paleta,en
House Roll,en
Palitos de Ajo,es
California Teri,en
Temaki Crabs Especial,pt
Pollo Tsurai,es
Italiano,it
Crab Maki,en
Nigiri Sake ,jw
Cremissimo,it
Sashimi Pulpo,es
Naruto Roll,en
Rodeo,en
Yakisoba de mariscos,es
Mediterránea,es
Kioto Roll,es
Vital,en
Ceviche Mixto,es
Tempura Roll,en
Ciboulette Tempura,fr
50. Futomaki ebi normal,en
4 Quesos,es
Furai Tori,fi
Ensalada de salmón ahumado,es
Personal ,en
Sake Cheese,en
Crab Maki,en
Nigiri Masago,jw
Sopa Miso ,en
Pollo apanado,es
Onion BBQ,en
Lomo Saltado ,es
Camarón Mandarín,es
Salsa Spicy,en
Macha's Roll,en
Mini roller BBQ Tocino,es
Mini roller BBQ Cebolla,es
Venesa irlandesa,es
Otate Almond,en
Tako Roll,sl
Onion BBQ,en
Salchipapas,tl
Mondo 6,it
62.- Tanaka,en
California Fresh,en
Grandiosa,it
Arma tu pizza a tu pinta,es
Pulpo,es
126 Suspiro limeño,es
Tiritas de Pollo Grille con Agregado,es
Familiar,en
2x1 Pizzas,en
Futo,so
Unagui Roll,en
Ceviche Sake,es
3 gyosas de verduras,es
59) Salad Ebi,en
Warau Roll,jw
Beto Maki,pt
12 Maguro,tl
Queso crema                 ,es
Gyozas de Verdura,it
Camarón Furai,es
Salsa Asiática,es
BBQ Creme,en
Sake Cheese Tempura,en
Kani Maki,tl
Aros de cebolla,es
Empanada espinaca champiñón,eo
Akai Acompañado B,es
Torimeshi,sq
Galleta Avena-Pasas,es
Ebi Gyozas,en
Guille Roll,es
Ensalada Cesar (Jugo + Postr),es
"Camarón apanado, queso crema, palta, masago",es
Palta meat rolls,en
2 x 1 Pizzas Familiares,es
Salsa Unagui,es
Menú Mancora,es
53. Tako Fury,en
Tempura Maki,en
Take Roll,en
Niu Cheese Roll,en
California Kioto,es
Bebidas Grande,pt
Pizza Alba,en
Natural Maki,en
Sake Hosomaki,en
Yakisoba,zu
Maki,ms
Principito,es
Churrasco,pt
Temaki Maguro,pt
Chirashi Sake,en
16.- Nachos Roll (6 bocados),en
Rainbow,en
Camarones apanados,es
Shawarme ExtraGrande,es
Minicalzone Jamón,es
19. California Maki,en
Atún 71,es
Ebi Maki,en
Surimi Maki,fr
Jengibre,es
Light roll ,en
Mozzarella Ebi Furai,en
Chapsui sólo Verduras,es
"Pollo teriyaki, queso crema, cebollín",es
Asado de tira (angus),es
16 Avocado,en
Ceviche roll,es
Bebidas,es
Ecuador,es
Nigiri Unagi,jw
Lomo saltado,es
15.- Natushi Roll,en
Con queso,es
Sake Roll,en
Bailey's Roll,en
Cerveza Heineken,es
Mediana,es
Onion BBQ,en
Personal:,en
Crepe pesto,en
Chicken Strips,en
California Tokio Limon,en
Pizza Hawaiana,es
Sopa Wantan ,ha
"1 temaky, 2 bocados sésamo, 2 bocados ciboulette",es
Chapsui de verduras,es
Salsa Ponzu,es
Bogel Roll,ms
Bambino,it
Menú 2A,es
2 pizzas medianas de 3 ingredientes,es
Minicalzone Jamón,es
Temaki Ebi Tempura,pt
Menú 92 Piezas,es
Salata camarón,es
2 pizzas medianas de 3 ingredientes,es
Gyosas de Pollo,es
Salsa Unagui,es
10 Avocado Rolls,en
Edu Roll,en
Para la mesa,es
Jalisco,es
Tori Don,en
Chirashi Ebi,en
Kurumiage,sw
Empanada Napolitana,gl
55- Cream Roll White,en
32 Hot Rolls ,en
Cremissimo,it
Gyozasmister ,hu
2 Personas (26 Piezas) ,es
Especial de la Casa,es
Maguro Furay,so
Fingers de queso,es
Tekka merquén,id
Cachantun Más,es
Miso,en
California natura,en
Menú para 3 personas,es
Apreton Ecuatoriano,es
Sake Roll,en
Mediterránea,es
MONTES RESERVA,gl
Empanada Napolitana,gl
Salad Jav,en
Bagel Roll,en
3 Presas Crispy,pt
Cheese Burger,en
Nuggets,en
Brasileña,es
Tempura de Verduras,es
Dano Roll,pt
Salad Roll,en
Jengibre,es
Torimeshi,sq
Sashimi salmón,es
Cibago,ga
Serrano Red Roll   ,en
Tempura Light,en
Tsurai Roll,ht
Sake Tempura Roll,en
Agua Mineral Puyehue con Gas y sin Gas 330cc,es
Brownies,en
Crispy Roll,en
1 Persona (18 Piezas) ,es
049 Donka roll,so
Torta trufa  ,es
82. Sashimi Pulpo,es
California Deli,en
Sotto un Sole Straniero,it
Gyozas,hu
California Crabs,en
Peppercorn Mushroom Filet,en
50.- Ebi Chizu,en
California tako,en
Mago Roll,gl
Teriyake Sake,en
Sakanatataki Especial,es
California Tori,en
Tempura Ebi,en
Ebi Maki,en
Tuna Dragon Roll,en
Sprite Zero,en
Pizza Milanesa,pt
Ikafuray,sw
Teriyaki,en
Krispy roll,en
24 piezas (2 personas),es
Bebida Botella,es
California Veggie,en
Churrasco Completo,pt
California Gaba,en
Tori Furay,so
Escoge,es
Alitas de pollo,es
Ebi Salad,en
California Ebi,en
Familiar,en
7 Up 2 Lts.,en
Nigiri Kanikama,jw
California Palmito,pt
A la Crème,fr
119. José,es
Zen Roll,en
Tropical Roll,en
Chile Lindo,pt
1 Pizzeta Individual+ Una bebida Mini,es
Sake hot,en
Galleta Choco Chip,es
Akai Roll,en
048 Tuna roll,en
Tobi Roll,en
Menú 7 (72 piezas),es
California EBI Almond,en
Pastel de Choclo + Bebida o Jugo Guallarauco,es
Torimeshi,sq
Rainbow Roll ,en
Sándwich Mechada Carne,es
BBQ Crème,fr
Rocky IV Roll,en
Akai Acompañado B,es
California Tempura,en
CR4040 California mush,en
Tabbule,mt
Aros de cebolla,es
43. Niguiri Avocado,en
Special Roll Furay,so
Unagi Maki,jw
Niguiri Ebi ,en
Otate ebi cheese,en
Sake Tempura Roll,en
Sopa miso ,en
Genovesa,ca
Akai Principiante A,en
Marilyn Monroe,en
Hot Dog Solo,en
7 Arrollado primavera,es
Tempura Nori,lt
Nikkei rolls:,en
Spicy Maki,en
California Gabba,en
Mediana,es
Coca-Cola Zero Familiar,en
Ebi Cheese Maki,en
As Solo,it
Jaiba,yo
Café Marocchino,it
CASAS PATRONALES RVA,es
Chili ,en
6 Personas (90 piezas),es
Atún y palta,es
Ikafurai,sw
Hot Green,en
Ají de Gallina,es
2 Personas (38 Piezas),es
Mix Tempura                 ,en
Crispy Roll,en
Crab Roll,en
Mini roller BBQ Choricillo,en
Javi Roll,en
Gyosas de Camarón,es
Mix Termpura,en
Alitas de pollo,es
Jamón y Palta,es
Camarón San Chung wha,es
Cornetto Cono,it
Katte Roll,da
Promo 3: 25 piezas ,es
Niu VIII (4 a 5 Personas),es
Churrasco Solo,pt
Acevichado Niu,en
Bambino,it
Chilena,es
30 piezas,es
Mediana,es
Especial de la casa,es
39. Sake katsu normal,et
Gohan ,es
Tako,sl
As 18,en
Yakimeshi,sw
Maxiquesos,ca
Superior,es
Sashimi Atún,es
California  Edo Roll,en
9 Hosomaki Tako Cheese,en
California Andrés Roll,en
Tori Roll,en
Gyutataki,sw
Camarones al Pil Pil,es
Tempura Sake   ,en
Ebi Tasty            ,en
Agua Mineral Porvenir con Gas,es
Gohan teriyaki tori,en
Machas Roll,en
Hot Cheese,en
2 pizzas lasaña,es
39 Take Roll,en
Té Verde,ca
Teri Furai,en
Avocado maki,en
Tonkatsu Roll,en
Alitas de pollo,es
Sopa Wonton,en
Yakimeshi,sw
Temaki Ebi,pt
Empanadas Niu Camarón,es
Volcán de Chocolate,es
House Tilapia,en
Teriyaki,en
Salsa Teriyaki,en
04 California trópico,es
Cusqueña,es
Bebidas Grande,pt
Gyozas Pollo,es
Sake Furay,so
8. Jamón y tomate,es
Ebi Cheese Roll,en
Cheescake Salsa Frutilla,es
Ave Tomate Mayo,es
Light Roll,en
Mediana,es
Combo 6,en
Camarones apanados con salsa dulce,es
Rodeo,en
Surim roll,en
Ciboulette ebi tempura,fr
Barra de Frutas Guallarauco,es
Teri Maki,en
Tori Roll,en
"Especial rolls, desde:",es
Personal ,en
Special rolls envueltos en queso crema:,es
42 piezas (3 personas),es
Salón Seifu,lv
Bebida 2.5 lts.,pt
Gyosas de Pollo,es
Ensalada Surtida (3 variedades),es
149 Teryaqui sake,en
104 Filete mongoliano,es
Italiana,it
Nigiri Tako,jw
Bajiru Roll,en
Salsa Katsu,et
Para ocho personas,es
Ebi Roll,en
Melts,en
Miyagi Roll,en
Ca-tu Roll,ro
Pulpo al Curry,es
Sake Maki,en
Tako Hana,is
Yakitori,vi
Nigiri Unagi,jw
59 Spicy Cheese Roll,en
Alfajor de Chocolate,en
Udon Soup,en
Sake Cheese Roll,en
Hamburguesa completa,es
Fuku rolls,is
Delicada,es
Pernil con Chucrut y Papas Cocidas,es
Avocado Top,en
Chirashi Tori,fi
Tacú tacú a lo Macho,ga
Yakisakana,ha
Nozomi Vegano ,id
Chicken Roll,en
Carne Camarón,es
Tempura Ebi,en
Hotate Tempura,en
Tori Roll,en
10.- Avocado Maki,en
Camarón ecuatoriano,es
Gyosas de Camarón,es
Mehada chacarero,cy
Combo Refresco lata o Jugo 350,es
Sakanatataki Especial,es
California gabba,en
047 Ebi haru,id
Pollo Tsurai,es
Cremissimo,it
Patagonia Roll,cy
Mito Maki,id
"8.3 Champiñones, palta, lechuga, choclo y fondo de alcachofa ",es
Ebi Roll,en
Ceviche Nikkei,es
Palta Seba Maki,sk
Palitos,es
Pepsi ,en
Coca Roll,en
Yoshino,en
Bebidas 1.5 lt.,es
Sake Roll,en
Focaccia,it
Chirashi Premium,en
90 Temaki Ebi,pt
Ebi Cheese Especial,en
028 Big sake maki,en
06 Empanadas Camarón Mandarín,es
Minicalzone Jamón,es
Torimeshi,sq
Mozzarella Furay,so
Promo 2,en
Pino Carne,it
Sashimi Sake,en
Sabores,es
California Cheese                       ,en
Grandiosa,it
Pimientos Rellenos,es
99 Ebi Sake Cream,en
Ebi Tempura,en
Unagi Roll,jw
Superior,es
Pastel de Jaibas,es
Unagi Roll,jw
Sakanatataki,ha
Chicken Roll,en
Cornetto Cono,it
Royal,en
Promoción 3 (25 piezas),es
Wasabi,en
Light Roll,en
Piura,es
Delicada,es
Cajita Chicky Burger Jr.,es
Light Roll,en
Sushi  35 piezas,es
4  Pulpa Grillé  ,fr
Tori Tay,vi
2.- Enjitsu,et
Akai para Compartir C,gl
Kanikama,ny
Agua mineral,es
Gyosas de Pollo,es
Salsa Gyozas,es
Promo 100 Piezas,es
Camarón,es
Filete de pollo,es
2 x 1 Pizzas Familiares,es
30. Sake Taco,en
Ave Pesto,en
California Maki Especial   ,gl
14 California Sake,en
California katsu tori,et
Del mar ,es
Temaki Ebi,pt
Volcano Roll,en
Avocado priss,en
RQ4049 Especial Edu Cheese,en
16 Pollo Cantones,es
Té Verde,ca
Chorrellana,st
Rodeo,en
Suspiro Limeño,es
Sashimi tako,sl
Tempura sake cheese,en
Beto Roll,pt
Sashimi Especial,gl
Temaki Sake,pt
4 Quesos,es
Kappa Maki,en
California Tako Spicy,en
4 Estaciones,es
Tori Tempura,en
Chapsui de Mariscos     ,es
66 Piezas,es
Bebidas 1.5 Lt,es
Cristal Cero,es
"Agregados, desde:",es
California Gabba,en
2 Personas (38 Piezas),es
Salsa Spicy,en
Jugos Boca Ancha,es
"Pollo apanado, queso crema, merkén",es
Minicalzone Carne,es
Sabores,es
34 Dinámico,es
Niu III (2 Personas),es
Cajita Chicky Nuggets,es
Yokota roll,en
Mini roller BBQ Tocino,es
Té verde,ca
Bagel Roll,en
Nigiri tako cheese,jw
060 Edu roll,en
Palmito Maki,pt
Cerdo Tamarindo,es
2 pizzas medianas de 3 ingredientes,es
Edo Roll,eu
130. 44 Piezas,es
Sake Maki,en
Gyosas Camarón,es
To Much,en
Mini roller BBQ Tocino,es
Furai onion,en
Promo Prime,en
Filete a lo Pobre,es
Papas Allioli,ca
Nigiri Vegetariano,jw
1 Pizza Familiar de 3 ingredientes + Bebida 1.5 lts.,es
Palmitos,pt
Palta Seba Maki,sk
Sauza Blanco,es
Lomo Saltado,es
Minicalzone Jamón,es
4 especialidades en una sola pizza,es
Tako Spicy,en
Kapera,eu
Ceviche del día,es
Salsa Spicy,en
Arlecchino,it
Salsa Unagui,es
Minicalzone Champiñón,eo
Sudado Especial,es
Alitas de pollo,es
California Ebi,en
Minicalzone Carne,es
Pan con Ajo,es
California Ebi,en
61 Arma tu Roll,es
012 Ceviche mixto especial,es
Delicada,es
Ebitempura Roll,en
Tsuki roll ,vi
California Ebi Crispy.,en
Menú 3,es
California Tako Spicy,en
Nigiri Camarón,jw
"Platos calientes, desde:",es
Pizza Milano,it
Sake kani,en
Box Full Clásica,gl
112. Sendai roll,en
Minicalzzone,it
Avocado roll,en
Combo Twister Italiano,en
Bebidas,es
63.- Meat Cheese,en
Ensalada de Espárragos,es
Fresh Roll,en
Thai:,en
Salsa Ponzu,es
Callifornia Sake,en
Aros de cebolla,es
Bebida 1.5 Litros,es
Sashimi Especial,gl
Patagonia Roll,cy
Maximilian Roll,en
Empanadas Niu Pollo,es
Palitos de ajo,es
Kappa Maki,en
Mineral con gas 600 cc,en
California Maki,en
Salsa Ponzu,es
Filete Pagoda,es
Torimeshi,sq
Niu VII (3 a 4 Personas),es
Akita Roll,en
California teri masago,so
Rock & Roll,en
Jugos naturales,es
Nigiri Salmón    ,jw
Oliva Tempura Sake ,en
Salmon Salad,en
Ceviche mixto,es
Tempura Mix (10 unidades),gl
3 Pizzas Medianas hasta 3 ingredientes  ,es
Atún,es
Temaki Tako,pt
Sashimi Tako,sl
Ebi Teriyaki Roll,en
Salsa Katsu,et
Teriyaki,en
California Unagui,en
Promoción válida sólo Domingo: 3 pizzas medianas hasta 3 ingredientes ,es
Camarón,es
Jalisco ,es
60 piezas,es
Puyehue,es
Cheese Cake,en
Red Roll,en
Wraps fritos,es
Delicia Roll,pt
Champi Furai Roll,jw
Furay Roll               ,so
Agua mineral (con o sin gas),es
California Tempura,en
Plateada con Agregado,es
Avocado Sake,en
Nectar de Fruta Natural,es
Eby Furay (6 unidades),so
4 (18 Unidades),gl
Sake roll,en
Butter Roll,en
Tori furay,so
Aderezos,es
Light Cheese,en
Tacu Tacu de Mariscos,lv
Whisky Sour,en
Fingers de queso,es
Rainbow Roll,en
Vienesa,es
Minicalzone Carne,es
Sandwich Campestre,es
Avocado Unagui,en
Mushroom Cheese,en
House Roll,en
Sashimi Atún,es
California Light,en
Ebi Gyozas,en
4 Quesos,es
California Tori.,en
Ika Furay o tempura,so
Kurumiage,sw
California Maguro.,en
Razz Nori 4,lt
Fingers de queso,es
Temaki Ebi Tempura ,pt
Salsa Vinagreta,es
Salsa Vinagreta,es
Ebi Tempura,en
House Tilapia,en
Sugerencia 4 (29 Piezas),es
Temaki Sake,pt
53. Gohan Especial,es
Combo 3,en
Surimi Maki,fr
Heriztiloz,eu
Furai Roll,en
Sushi Mori (12 Unidades),gl
California Tori,en
62 Maki Hot,en
Torta Manjar del Cielo,es
Javi Roll,en
Otate,mi
Sakana Tataki,mi
Menú (3 personas),es
Mozzarella Ebi,en
Temaki Tempura,pt
Temaki Salmón ,pt
Mango Roll	 ,en
Café,pt
Chahan Nikkei,en
Inka Kola 1.5L,cs
Sabi Roll,tl
Bebida 3 Litros,es
Chahan Nikkei,en
Niu VII (3 a 4 Personas),es
Chilena,es
Cerveza sin alcohol,es
A la creme,fr
Razz nigiri kanikama 79,jw
Vienesa Sola,es
Cusqueña,es
Maxiquesos,ca
Porción de papas fritas,es
018 Sake,en
Chicken Furai Roll,en
White Roll,en
Furay Cheese,so
ToriYaki,yo
Empanaditas Niu,en
Sopa Ramen,sv
Sakana tataki,mi
Especial de la casa,es
Manjar,es
4 Estaciones,es
Too Much,en
Light Fresh,en
Sashimi Atún,es
Tori Tempura,en
50) Sopa Ramen,sv
Duo de Chocolate,en
Peperoni,it
Chemilico en Filete,es
2 Personas (26 Piezas) ,es
090 Sakura family combo,en
Kani Roll,en
Cotito Roll,en
California Tori,en
7. Jamón,es
Salmón,es
Sashimi Especial,gl
Chirashi Tori,fi
Temaki Tako Spicy,pt
Niu IV (3 Personas),es
Saltado 3 Sabores Nazca,es
Agua mineral 1.5 Lt,es
Maxiquesos,ca
Ky Roll,en
Futomaki sake,en
Pollo Yakitori,vi
4. Sándwich de nuestro mar,es
Bagel Roll,en
Mini roller BBQ Choricillo,en
Crispy cheese,en
California Ebi.,en
Temaki Maguro,pt
Sake   ,en
Mitchiru Roll,en
Empanadas de pino ,es
Gnocchi is soufle,ht
Akai Extra D,en
Mediterránea,es
Avocado Crab,en
Tako (Pulpo),es
Chirachi,ny
Menú 2 - 41 piezas (4 personas),es
Sashimi Salmón,es
Pie de Limón,es
Toscana  ,it
Italiana,it
Especial de la Casa,es
Tempura Ebi,en
98 Nigiri Kani,jw
Minicalzone Champiñón,eo
Kanikama furai,ha
Torimeshi,sq
83. Yakimeshi Especial,es
Vital,en
Avocado Cheese Roll,en
Acevichado Niu,en
Ebi Gyozas,en
83. Sakana Tataki,mi
Delicada,es
Barros Jarpa,es
Agua mineral,es
Pequepizza,es
1 Persona (18 Piezas),es
Torta Imperial de Chocolate,en
Almond White,en
Española                           ,es
California Ebi Crispy.,en
Bambino,it
Tempura Light,en
Pizza Españolísima,en
Ke Banquetazo Licencia,es
Promoción 5,gl
Sashimi,en
Empanadas de Campo,es
Tako Ebi Roll,en
Spicy Maki,en
Bambino,it
Leche de tigre,es
Tori Furay,so
Yakimeshi,sw
Sabi Roll,tl
Tempura Mixto,es
Maki,ms
Salsa Vinagreta,es
Akai Maki,en
Porción de Kuchen,es
Especial de la Casa,es
Sashimi Sake,en
Ebi Meat,en
Minicalzone Carne,es
Gnocchi de zapallo papa,es
Miso Sake,en
"Poroto Verde, Champiñón y Lechuga",es
Chicken Roll,en
Salmón cheese,es
Agua ardiente Chillán,es
Palmito y cebollín,es
House Tilapia,en
"Envuelto en palta, desde:",es
Cibon Roll,en
Hosomaki Ebi,en
Coca-Cola Zero ,en
Chorrillana Alemana,es
Ebi Spicy Roll,en
Sushi Mori (12 Unidades),gl
Kurumiyage,tr
Gyozas,hu
Té Verde,ca
3 pizzas medianas hasta 4 ingredientes + 3L de Pepsi,es
Atún y Salsa Blanca,es
Otate Ebi Cheese,en
Tololo Roll,en
Lomito b5,en
Natural Maki,en
Onion BBQ,en
Callifornia Sake                  ,en
Mediana,es
Menú 8,es
Chilena,es
Nigiri Tako,jw
Gyozas de Camarón y Queso Crema,es
Hot Spicy Chicken,en
California Makimono,en
Pequepizza,es
Mini roller BBQ Tocino,es
Chicken Roll,en
Sake  ,en
25. Fukei Rolls,vi
California Sake Cheese,en
Salsa Ponzu,es
Promo 8 - 4 personas (56 piezas),es
Niu VII (3 a 4 Personas),es
Wasabi,en
Gohan ,es
51. Tako Otate,sl
Niu III (2 Personas),es
4 Quesos    ,es
Fai-Chee,it
Crab Maki,en
"Filete, Pollo, Camarón y Champiñón",es
California Veggie,en
Yakisoba,zu
66 piezas,es
Palitos,es
Ceviche Sake,es
Huevos rancheros,es
17.Hotate spicy normal,en
Banana Split ,en
Teo Roll,en
Pizza Ligabue ,it
47 Pato Roll,en
Chicken Cesar,en
Wok de Verduras,es
Salsa Spicy,en
2 Pizzas Familiares de 3 ingredientes + Bebida 1.5 lts.,es
Ebi Rolls,en
Vegi Furai,is
Teriyaki ,en
Promo 163,en
Filete de salmón,es
California Natura,en
18) Maki Hot,en
Ebi Cheese Maki,en
California Ebi Cheese.,en
Especial de la Casa,es
Ebi Make,en
Sándwich de ave italiano,es
Salsa Tare,ro
Magnum,en
Fanta,sl
139 Cerveza japonesa,es
Chicharrón de pescado,es
31. Futomaki Sake,en
Tonkatsu Roll,en
Nigiri Crab,jw
Ebi Cheese Roll,en
Zapallos,ny
Cheese Crab,en
Philadelphia,en
California Maki,en
Salsa Thai,en
013 Sashimi tropical,en
Nikkei Roll,en
Condori Helado,es
California Cheese.,en
Huevos a Caballo,es
Pulpo (H2),es
Miyagi Roll,en
Lata,pl
Lomito Luco,it
2 x 1 Pizzas Familiares,es
Mini roller BBQ Cebolla,es
Tako,sl
Menú 4,es
Mini roller BBQ Cebolla,es
Chipin Roll ,en
Bebidas,es
Futomaki Sake,en
92- Nigiri Sake,jw
Crab Roll,en
Carpacho de Salmón,es
4 Estaciones,es
Fingers de queso,es
Combinación 3 - 48 unid.,gl
Queso,es
California Sake,en
Temaki Spicy,pt
Menú para 2 Personas,es
Tempura Roll,en
Osumi,vi
2x1 miércoles,es
Mango Tango,en
25. Clásico con tomate mayo,es
Temaki Tuna y White Tuna,pt
California Sake,en
Avocado Roll,en
36 piezas,es
78. Nigiri Kani,jw
Capresse Roll,en
1 Sashimi Mixto ( 15 Cortes) ,es
"Cheesecake, desde:",es
Gyozas ,hu
Ginger Ale Light,en
Personal ,en
3 pizzas medianas hasta 3 ingredientes,es
Maguro Cheese,en
Yakimeshi Especial,es
Sugerencia 1 (14 Piezas),es
Temaki Ebi,pt
Futomaki Vegetariano Roll,pt
Winkyta Roll,en
Menú para 6 o 7 Personas (104 Piezas),es
Ebi Maki,en
088 Sakura special combo,en
Razz 64,pl
104- Gyozas de Camarón,es
Ebi Cheese Roll,en
Pollo Teriyaki,es
